tweet_id,customer_text,brand_response,human_final_intent,human_final_escalation,difficulty,reviewer_notes,human_verified
2549526,@AppleSupport I need to remove 2 step verification from my Apple account but it seems that there is no way to login otherwise.,@724385 We can provide you some information about Apple ID security options. Are you currently able to log into your account?,account_appleid_security,True,Complex,,True
2903743,"My iPhone was acting funny, so I restarted it. Logged me off iCloud and now all my recent photos are gone and it doesn't recognize my contacts. @AppleSupport what gives?","@700135 We understand how important it is to have access to your information. 

Are you able to sign back into iCloud? If so, do you see your information again after a few minutes? 

If not, let's meet in DM. Send us a message with the version of iOS you're on. https://t.co/GDrqU22YpT",account_appleid_security,True,Complex,,True
857155,@AppleSupport I do not have any Apple devices and I am going in circles. I want to cancel my iCloud account. Help please!,@323547 Thanks for reaching out! We'd love to help and recommend you reach out to our phone Advisors directly: https://t.co/IBIY3vMgPj,account_appleid_security,True,Complex,,True
1550175,@AppleSupport please assist in resetting password. This is ridiculous,"@479794 We would be happy to help. Meet us in DM and let us know which password you are trying to reset, and we will go from there. https://t.co/GDrqU22YpT",account_appleid_security,True,Simple,,True
2284287,@119033 @AppleSupport seems my Yahoo was hacked bc I kept getting error messages on iPhone saying password incorrect. Changed my pw but no option2put new pw in settings. Deleted account from mail&amp;tried to add again but won’t let me bc “already added”,@448669 We're happy to help where we can. Are you able to access your account when signing in from a computer or web browser? Please let us know in DM. https://t.co/GDrqU22YpT,account_appleid_security,True,Complex,,True
753270,@AppleSupport every single one of my photos in iCloud is super blurry and shows a (!) in the bottom left. Why?,@251108 That's not the experience we want you to have. Join us in DM: https://t.co/GDrqU22YpT,account_appleid_security,True,Complex,,True
1802533,"@AppleSupport How can you lock OSX with a keyboard shortcut? Like on windows, it's Windows+L",@541621 Thanks for reaching out to us. We are always happy to help. Can you please send us a DM and clarify what you're trying to do? https://t.co/GDrqU22YpT,software_update_bugs,False,Moderate,,True
2622630,"@AppleSupport please send help, i restored my phone from itunes, now it is asking me to sign in to my apple ID but is having an error connecting to the apple id servers, any help, as of right now my iphone is a paperweight","@740931 Let's get you back onto your iPhone. First, did you restore from a backup or restore to factory settings? Have you tried restarting your iPhone and trying again? Let us know the details and we'll go from there.",account_appleid_security,True,Complex,,True
385695,@AppleSupport Currently on a 2TB iCloud account and having issues syncing between 2 macs. Any way to not downloading all my data on both?,@207301 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
184530,"@AppleSupport I face trouble adding Exchange account to my iPhone Mail App but works fine on the Mail App on my Mac. In Addition to that, the Push on my mail app does not work.
Have trouble with iTunes as well.",@159435 We're glad to assist here. Let's look at one thing at a time. What's going on with iTunes?,app_thirdparty_behavior,False,Complex,,True
2047529,@AppleSupport my iPhone7 will continually ask for my gmail password when I'm not doing anything it's happening every minute how do I stop it,"@442656 We're here to help. Do you get any errors when you input your password? Also, which version of iOS are you currently running?",account_appleid_security,False,Moderate,,True
2834497,"@AppleSupport my phone just randomly logged every online account (twitter, Mail, AppleID) out. Logged most back in except AppleID. Must have forgotten password. Said enter trusted phone #, I did, then when it sent the text the entire phone crashed and I cant do anything. Now what",@789041 You've come to the right place. We're glad to look into this with you. What's your iPhone showing on screen at the moment?,account_appleid_security,True,Complex,,True
522118,@AppleSupport Safari is repeatedly crashing on MacOS High Sierra. All security patches installed. (Most recent patch looks like it came through twice.) Is there a way to resolve this?,"@240584 Safari is important for any Mac and we'd like to help. What's your model and is macOS High Sierra 10.13.1 the version installed?

As you already made sure to check for any updates in the App Store, have you tried any other steps since this started? DM us your answers https://t.co/GDrqU2kzhr",software_update_bugs,False,Complex,,True
1244453,I tried to install iCloud for Windows on my laptop and it corrupted Windows. @115858 @AppleSupport,@411946 We want you to have a good experience with iCloud. Could you explain in detail what you mean by corrupted Windows?,software_update_bugs,False,Complex,,True
1017149,"@AppleSupport hi, how to settle this??? Didnt get any text for verification code. Call also.... Help me plz https://t.co/PUkTfRB3hc",@360665 We'd like to help get you pointed in the right direction. Send us a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,account_appleid_security,True,Complex,,True
2728134,@AppleSupport I need to download OSX El Capitan for an old Mac but in the AppStore does not appear. Only appears High Sierra which is not supported by my Mac. Where can I download El Capitan? Thanks,"@764968 We're happy to find out what options we can give you. Have you downloaded El Capitan before with your Apple ID? If so, you should see it as an download now when you go to the App Store and click Purchased up top.",software_update_bugs,False,Complex,,True
1219262,"@AppleSupport  Everytime I type in is on my phone, it corrects it to I.S
I’ve changed shortcuts in keyboard but it’s still happening, help?",@338713 Let's look at this together. Could you tell us which iPhone and iOS version you're using?,app_thirdparty_behavior,False,Complex,,True
1751425,"@AppleSupport @4305 
Can’t send photos directly from PHOTOs app.Have to open whatsapp and then by adding photos. https://t.co/e22tkNnWeg",@483176 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
2000563,@AppleSupport can you please fix this keyboard glitch. That’d be awesome. Thx ✌🏼❤️,"@591539 We're happy to help. In DM, please let us know which iOS version you're using and a few details about what you're experiencing. https://t.co/GDrqU22YpT",app_thirdparty_behavior,False,Simple,,True
2013663,@AppleSupport  why cant I type “I” on my@keyboard withot having to fight? @115858,@595423 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Moderate,,True
1285607,@AppleSupport Is Twitter available on an Apple Watch.,@352114 The watch can only show notifications from the iPhone for Twitter.,app_thirdparty_behavior,False,Simple,,True
151502,@AppleSupport  why isn’t iPhone X able to download the latest watchOS?,@150599 We'd love to help you out. What happens when you try to download? Which iOS version is installed on your iPhone X? Tap Settings &gt; General &gt; About and provide us with what is next to Version.,software_update_bugs,False,Moderate,,True
817668,@AppleSupport whatsapp notifications aren’t working anymore,@314750 Notifications are important to have working. Does WhatsApp have an update in the App Store? Which iOS version is installed?,app_thirdparty_behavior,False,Simple,,True
1713679,@AppleSupport got me speaking in Spanish cause i can’t get this keyboard thing write with the I️,@518977 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,app_thirdparty_behavior,False,Simple,,True
149999,. @AppleSupport what is the twitter handle for the Apple Developer Support program?,"@150196 We'll be happy to get you pointed in the right direction. To connect with Apple Developer Support, check out this link: https://t.co/MN29maiV1D",general_inquiry_other,False,Complex,,True
1681711,@AppleSupport why when I scroll down on my Instagram and Facebook on my iPhone X does it shoot back to the top on its own? Is it a setting?,@511288 Great question. Are you only noticing this when using 3rd-party social media apps or do you see this in Apple apps too?,app_thirdparty_behavior,False,Complex,,True
239802,@AppleSupport the new 11.0.2 made it so I can’t open recently updated apps or download new ones 😶,@172963 We definitely understand wanting to be able to use your apps! Does restarting help? What exactly happens when you try to open an app?,software_update_bugs,False,Simple,,True
2367812,"@115858 @AppleSupport what gives? You guys release updates by the minute but you’re taking you’re time fixing this A? keyboard issue.   If you can release a $1,000 phone surely you can make it work correctly","@683391 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",software_update_bugs,False,Complex,,True
954203,@AppleSupport My Twitter app for iPhone doesn't work. Could you give support? Please,@346409 We’d be happy to help. Please DM us and let us know what’s happening. https://t.co/GDrqU2kzhr,app_thirdparty_behavior,False,Simple,,True
2639621,@AppleSupport what am I double clicking here as it won’t let me download an app?? Is this an issue https://t.co/tEpI1zVdYq,"@744942 Great question! On previous iOS devices, you'd be asked for your fingerprint or password at this step. Here it's asking you to Double-Click the physical side button on your iPhone X authenticate with Face ID. Give it a try!",app_thirdparty_behavior,False,Simple,,True
317241,"@AppleSupport 
Whenever i try to download a game thats called roblox it crashes please fix please reply.","@191709 We’ll be glad to see how we can help. To clarify, the App Store crashes when you try to download the game?",app_thirdparty_behavior,False,Simple,,True
333669,"Dear @AppleSupport, please make this stop. 

PS the Twitter app crashed when I tried to post this https://t.co/1mCzJ0GE2q",@195497 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Simple,,True
1746875,@AppleSupport any reason why iTunes on my computer won't recognise my phone... and won't let me download a song I paid for???,@526635 Let’s see what we can find out. This article helps with iTunes not recognizing the iPhone: https://t.co/bLcjSdg2pg,billing_subscriptions_refunds,True,Complex,,True
1773171,So much for @115858's iPhone 7 Plus being waterproof...dropped three droplets of water on it and now the keyboard isn't working. 😒 @AppleSupport,@532926 We'd like to look deeper into what's going on. DM us and we'll see what we can do to assist. https://t.co/GDrqU22YpT,device_hardware_battery,True,Complex,,True
1572286,@AppleSupport how do i turn on my notifications for instagram? https://t.co/iPyOOtttx3,@484690 That's a great question! Here's a great article to help get you started: https://t.co/E7sMv2aXe6,app_thirdparty_behavior,False,Moderate,,True
559036,@AppleSupport trying to download disney infinity on iPad but unable to locate it. Please advise how to recover. Thanks.,"@250648 So that we're on the same page, you had this installed in the past, but deleted it?",app_thirdparty_behavior,False,Complex,,True
1920037,"@AppleSupport - pl c enclosed. This is the notification center, the 1 on the right is dark and on the left is normal https://t.co/1d44aqewaC",@173995 We can help. Is this happening at random times? Does this only happen when on the lockscreen? Does restarting help?,app_thirdparty_behavior,False,Complex,,True
2114705,@AppleSupport Getting this notification again and again despite updating to latest version https://t.co/UH7trFCp0f,"@346279 Thanks for reaching out. We'd like to look into this further. Send us a DM with your current iOS version, and we'll go from there https://t.co/GDrqU22YpT",software_update_bugs,False,Complex,,True
1999560,@115858 @AppleSupport please fix your keyboard cause the letter i is a screwed up,"@462341 Are you currently having this issue on a device? If so, DM us with the device and OS it occurs on, we'd like to assist. https://t.co/GDrqU22YpT",app_thirdparty_behavior,False,Simple,,True
2728253,iPad mini 3 not behaving. Maybe needs a fresh install. @AppleSupport https://t.co/ONokM1t1FD,@764990 Let's work together to figure this out. Follow the steps here in this link: https://t.co/8MvHMFZ83h Send us a DM by clicking on the link below if issue persists. https://t.co/GDrqU22YpT,software_update_bugs,False,Simple,,True
906642,"@AppleSupport, so.. can y'all fix the fact that I can no longer use my Watch to play music from my phone instead of syncing? #WatchOS4 😕",@335270 We'd like to look into this closer. Can you please DM us? https://t.co/GDrqU22YpT,audio_accessory_hardware,False,Simple,,True
1414589,Hi @AppleSupport I have two Mac. One I have my watch unlock. The other I never want that. How do I set that up?,@249094 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,audio_accessory_hardware,False,Moderate,,True
2069930,@AppleSupport how come the app icons on my Apple Watch come up as blank white squares instead of the actual app icon?,@612143 We're here to help. Send us a DM and we can look into this for you. https://t.co/GDrqU22YpT,audio_accessory_hardware,False,Moderate,,True
1087095,"@AppleSupport, 3 calls on defective airpod piece.  You send me right bud vs left and now state you will not send the correct one- really!","@376442 Meet us in DM, then we can look in to this further with you from there. https://t.co/GDrqU22YpT",audio_accessory_hardware,True,Complex,,True
2917325,@AppleSupport Upgraded my 6s to 11.1.2 and it messed up the sound . Can’t hear a thing on call. Give me a new phone,@496194 Let's work on this together. Does this only happen when on calls?,device_hardware_battery,True,Complex,,True
289130,@AppleSupport updated my 7 Plus to 11.0.1 and updated watch to 4.0 and I no longer get the app image on my notifications just generic image https://t.co/bTNFgsyCcX,@184897 Hey there. We're here for you. DM us and we'll go from there. https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
1144278,@AppleSupport @15443 How are we meant to watch #TheShannaraChronicles each week on SPIKE when that channel isn’t broadcast in Australia? https://t.co/kZpe5ODsXu,@389333 Let's get you to the right spot. Please reach out to our iTunes Store team for help:  https://t.co/SDIe7UiyJN,app_thirdparty_behavior,False,Complex,,True
151477,@AppleSupport my watch seems to be confused with my activity/move count. Am I just reading this wrong? https://t.co/T3mb7I6Uv8,"@137639 Let's team up to resolve this. To get started, check out these steps to get the most accurate measurements with your Apple Watch: https://t.co/evTpsN4Raj",app_thirdparty_behavior,False,Simple,,True
708000,@AppleSupport Can I watch iTunes movies in 4k on Mac or PC?,@289250 We know it's important to view your movies the way you'd like. We recommend checking out this link: https://t.co/SFdFHkEs3N,general_inquiry_other,False,Simple,,True
598125,"@AppleSupport one of my watch achievements hasn’t registered, any ideas? Move goal achieved every day in Nov! https://t.co/J9p8InAgAd","@261795 It can take up to 9 days before receiving your achievement after completing the requirements. You'll find more info on this here: https://t.co/xwf6lrIgzJ

If issues persist beyond 9 days, let us know and we'll look into it further.",app_thirdparty_behavior,False,Simple,,True
994514,@AppleSupport My 15 month old MacBook Air won't start! Was fine last night and in perfect condition. Not a charger issue. Checked! SOS! :(,@355567 We can help with your MacBook Air! Please try the steps in the following article and let us know: https://t.co/RqWW0duJ0U,device_hardware_battery,True,Complex,,True
990423,@AppleSupport Restoring my iPad 2 was a nightmare and an impossibility. It's impossible to express my frustration in ANY character limit.,"@354610 That's not what we like to hear, could you Direct Message us and let us know what happened? https://t.co/GDrqU22YpT",software_update_bugs,False,Complex,,True
1524175,"@AppleSupport  dear Apple, any suggestion to get guided in the world of Apple? Just got me an nice MacBook Air, but I'm puzzeling..thnx 😘",@473513 Hey there. Congrats on your new Mac. Check here for your local Apple Store workshops: https://t.co/1OHK2GE82Q,general_inquiry_other,False,Complex,,True
446496,@AppleSupport hi there any idea how I can get a duplicate copy of my work request sheet for recent work carried out in my MacBook - lost original,"@220760 Your best bet to get a copy of that, would be to reach out to the service center that performed the work.",general_inquiry_other,False,Complex,,True
2676515,@AppleSupport @116333 Macbook dies in 13mths &amp; this piece of paper is the official servc rprt! No clue why its died! #pathetic #letdown. https://t.co/05NK75c1nd,@753316 Thanks for reaching out. We want to help. Tell us more about what has happened in DM. https://t.co/GDrqU22YpT,device_hardware_battery,True,Complex,,True
1828500,@115858 @AppleSupport this has happened to my MacBook charger - can I get a replacement? https://t.co/QPE5L65TDD,"@548751 We're glad you got in touch with us. Let's continue working via DM, so we can look into some additional support options. https://t.co/GDrqU22YpT",device_hardware_battery,True,Simple,,True
2404961,@AppleSupport I need after sales support. I have a case opened for the past 2 to 3 weeks with no fix. I am not happy with the level of support and I am a frustrated it customer bought a product a month ago that become out of production 10 days after me buying it. series 2 watch!,@691749 We'd be happy to look into this with you. DM us and we'll get started there. https://t.co/GDrqU22YpT,device_hardware_battery,True,Complex,,True
393132,@AppleSupport My Macbook Air (v10.12.6) crashes with Mac equivalent of #BSOD whenever I get an incoming call on my iPhone. Any way to fix?,@209100 We want to help. Send us a DM letting us know of any troubleshooting steps you have taken thus far. https://t.co/GDrqU22YpT,software_update_bugs,False,Simple,,True
110918,Does anyone know how to unpair an @115858 Watch without the original phone? @AppleSupport?,"@140674 Thanks for reaching out. If you don't have access to the iPhone, you can't unpair but you can still erase all content and settings on your Apple Watch. This article provides the steps for how to do so under the ""Erase your Apple Watch"" section: https://t.co/09tmX2l5D3",account_appleid_security,True,Moderate,,True
1449294,2 Apple techs independently agreed my Apple Watch repair should be under warranty but @AppleSupport still won’t fix it  🤔,"@456305 Hey, we want to hear more about what's going on. DM us more details and we'll look into this together. https://t.co/GDrqU22YpT",billing_subscriptions_refunds,True,Complex,,True
1145188,Hi @AppleSupport! Is there a way I can get rid of that delete button next to the spacebar on my iPad? It’s driving me crazy. TIA!,@389529 We're happy to help. Can you contact us in DM and we can go in to greater detail? https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
2948201,"@AppleSupport my 15"" macbook pro has a weird popping sound",@814240 Thanks for reaching out. We'd like to look into this further with you. Would you send us a DM and let us know when you hear this sound? Thank you! https://t.co/GDrqU22YpT,device_hardware_battery,False,Simple,,True
2424398,"@AppleSupport got a new MacBook pro 13, but my 3.5mm headphone doesn't seem to go all the way in the port. Help?","@491121 congratulations on your new MacBook Pro. We'd like to know more to assist. Which headphones are you attempting to connect? Also, are you showing any debris or blockage in the port? Let us know and we'll continue.",audio_accessory_hardware,False,Complex,,True
1816568,@AppleSupport three weeks stil no resolution to my watch series3 case issues getting worst some icons now don’t load up just shows the shape,@545696 Hi. We're more than willing to look into it with you. We can connect in DM. Meet us there. https://t.co/GDrqU22YpT,audio_accessory_hardware,False,Moderate,,True
352842,"@AppleSupport Hi apple I wanted to ask
Can I use apple watch 3 without an Iphone? (I will use my sister Iphone to setup) but for normal use?",@199888 We got your DM and will be replying there.,general_inquiry_other,False,Complex,,True
1606697,@AppleSupport How to download FCPX trial that works with High Sierra? Current trial says no to HS and points me to App Store to buy. #fcpx,@493551 We've got an expert team of phone advisors that can help look into this for you. Reach out via: https://t.co/IBIY3vMgPj,software_update_bugs,False,Complex,,True
620128,@AppleSupport I got charged for an album I already paid for a long time ago and I’d like a refund please,@267183 Thanks for reaching out to us. We’ve received your DM and will continue with you there. Our reply will arrive momentarily.,billing_subscriptions_refunds,True,Complex,,True
1752076,Hey @AppleSupport is there any reason why there would be problems taking my Spotify payment if the details haven’t changed?,@527851 Let's look into this together. Did you purchase your Spotify subscription through iTunes?,billing_subscriptions_refunds,True,Moderate,,True
2361678,@AppleSupport I bought a game on the Mac App Store that isn’t compatible with my machine in spite of verifying the requirements before purchasing. Can I be refunded for this un-playable game that I bought under false pretences?,@681945 We'd love to help with this and recommend that you reach out to our iTunes Store team directly about a refund. Click here to get started: https://t.co/SDIe7UiyJN,billing_subscriptions_refunds,True,Complex,,True
553676,"I don’t have any subscription for any services and yet, I still get charged $9.99 every other month. Please fix this @118936 @AppleSupport @115858",@249149 This article may help: https://t.co/A5QhKRZhQQ You can reach out with questions here: https://t.co/YZKYT7KOTB,billing_subscriptions_refunds,True,Complex,,True
2580552,Where do I cancel auto renew for apps @AppleSupport,@731414 Hey there! We're here to help. Follow the steps in this article: https://t.co/YKDbvtXm2Q,billing_subscriptions_refunds,False,Simple,,True
1867692,"Hi, if you got a bill phone(iPhone 8 plus) and it’s acting up..freezing etc can it be replaced for a new one?@832 @AppleSupport",@557920 We want to be sure you're enjoying your new iPhone 8. DM us and let us know more about the issues you're seeing. https://t.co/GDrqU22YpT,device_hardware_battery,False,Complex,,True
2111439,"Dude @AppleSupport , my App Store is having issues loading the Updates page!!!",@622789 Let's look into this. Have you tried changing networks and  loading the Updates page or using cellular data?,app_thirdparty_behavior,False,Simple,,True
244226,"@AppleSupport Hi this is my brand new MacBook Pro 3.1 Ghz touchpad and this is from closing the laptop, very disappointed in my purchase!!! https://t.co/szyflSNn7j",@174012 We'd like to look into this a bit more with you. Could you join us in DM with more details? https://t.co/GDrqU2kzhr,device_hardware_battery,False,Complex,,True
658013,@AppleSupport trying to install apps from the App Store and the just keep buffering and nothing happens,"@276644 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, what device model and software version are you using? https://t.co/GDrqU22YpT",app_thirdparty_behavior,False,Complex,,True
2652613,@AppleSupport why my payment method is declined!! I don’t have any problem in my credit card and i pay all my bills in apple!,@748091 We want to help. DM us and we'll go from there. https://t.co/GDrqU22YpT,billing_subscriptions_refunds,True,Complex,,True
1011807,"@AppleSupport got a Apple Watch yesterday, had receipt emailed to me, but it never showed up yet. Is it normal for it to come delayed?",@359404 Congrats on your new Apple Watch! Did you purchase the Watch from an Apple Store or another retailer?,general_inquiry_other,False,Complex,,True
2306214,@AppleSupport will Apple Pay Cash work between countries? I’d love to send some $$ to my lovely girlfriend @90857 in Canada from USA! Thanks!,@669063 We are here to help this article can tell you all about Apple Pay Cash. https://t.co/DtZT7rYVIs,billing_subscriptions_refunds,False,Complex,,True
2666280,"Accidental €32 in-app purchase by six-year old daughter on the iPhone and iTunes won't offer any way to cancel it :(

Plus, Apple chat support not working. Damn.

/cc @AppleSupport",@751176 Let’s get you partnered with our iTunes Store Support team for help with this. They can be contacted here: https://t.co/SDIe7UiyJN,billing_subscriptions_refunds,True,Complex,,True
109046,@AppleSupport why have you taken my Apple subscription twice within two days?,@140203 We can help out. We'd want to get you in touch with our iTunes Store support here:   https://t.co/SDIe7UiyJN,billing_subscriptions_refunds,True,Moderate,,True
2966646,"@AppleSupport I have a couple albums I bought on older phones. I'm trying to download them on my current phone but I can't figure out how. They aren't showing up in my ""purchased"" list. But the iTunes store confirms I did purchase them. Am I missing something? https://t.co/61AxaVWuxX",@325125 We'd like to help! Let's try the steps outlined in this article: https://t.co/I39AyMJNgb  Keep us posted.,billing_subscriptions_refunds,False,Complex,,True
2179583,Hey @115858 @AppleSupport @115948 and whatever other Apple department... my 1 year old somehow purchased #Seinfeld series through Apple TV &amp; I can’t get a #refund. this is BS.  I want my $100 back. I haven’t watched that series since “Kramer” went on his #racist rant in 2006,@638728 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there.,billing_subscriptions_refunds,True,Complex,,True
827902,@AppleSupport How do I cancel a subscription that is in the free period??!?!?,@317220 We're here to help. Take a look at this article here: https://t.co/YKDbvueXrq,billing_subscriptions_refunds,False,Moderate,,True
2229370,@AppleSupport @87961 hi is this fake as I didn’t buy a gift card !! https://t.co/ev7CyxGHc7,@568311 These types of emails are called phishing. What we mean by this is the sender attempts to get personal information such as your Apple ID or credit card. More info &amp; where to forward is here: https://t.co/sayPykspsk,account_appleid_security,True,Simple,,True
1281447,@AppleSupport my Apple music keeps asking me for a payment option when I’m already a member and not allowing me to listen to anything,@415473 We're here to help. Have you tried to sign out of your account and sign back in?,billing_subscriptions_refunds,False,Complex,,True
763627,@AppleSupport I got an iphone 6 with straight talk just like my 5....erased all content and tried inserting my sim card but it is saying the carriers dont match. how do i fix this,@302490 We know it's important to be able to use your iPhone as expected. What is the exact error message you're running into?,app_thirdparty_behavior,False,Complex,,True
539939,"@AppleSupport the App Store/iTunes keeps declining my credit card, how do i fix it?",@245226 We've received your DM. Please look for our reply there.,billing_subscriptions_refunds,True,Moderate,,True
1643289,"@AppleSupport first of all, my SIM card is fiNE and yes I’m UPDATED so wtf 🤨",@502245 Thanks for reaching out. Let us know more about the issue you're experiencing in a DM. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
1396248,@applesupport need 2 change order shipping address (or cancel). Can’t change on web. Been trying 2 call past 24 hrs - no answer. What’s up?,@444686 We want to help get you pointed in the right direction. Could you let us know your country in DM? https://t.co/GDrqU2kzhr,billing_subscriptions_refunds,True,Simple,,True
1913134,"@AppleSupport so fed up with your products which start breaking down, as if on cue, 1 year after purchase!","@163648 That's certainly unexpected, but we want to help. DM us and tell us more about what's going on &amp; we'll get started. https://t.co/GDrqU22YpT",device_hardware_battery,True,Complex,,True
1776278,@AppleSupport why is this happening ? I’m connected to WiFi. https://t.co/8E7wayUM2p,@533778 We'd like to help! Check out this article: https://t.co/Ui1yTnOCUz,connectivity_network_bluetooth,False,Moderate,,True
712059,@applesupport I know y’all busy and all but my WiFi And Bluetooth keeps turning on...just saying😬,"@290284 Hey there, this article may help explain why Bluetooth and Wi-Fi turn on after turning them off: https://t.co/G7BHuQnDS6",connectivity_network_bluetooth,False,Complex,,True
2729058,Has anyone figured out what’s causing the iPhone Bluetooth to automatically activate @AppleSupport?,"@222841 We'd be happy to help! To make sure we're offering accurate information, can you confirm your current iOS version for us? This can be located at Settings &gt; General &gt; About.",connectivity_network_bluetooth,False,Simple,,True
2777565,@AppleSupport why do i keep on getting error 12894 in the apple music when i want to play certain songs by cellular data? how to get rid of this error? https://t.co/8z3pPuY60z,@776002 We know how important it is to have your music ready to enjoy. We're happy to look into this with you. How many songs is this occurring with? Do you receive the error when playing the same tracks while connected to Wi-Fi?,connectivity_network_bluetooth,False,Complex,,True
174164,"@AppleSupport I can't use my iPhone 7 Plus since 11.1.2, Apple music (music app completly) useless, won't start, and after restoring network and settings, my device won't startup, takes 3 hrs and never ends the startup.",@156814 Thanks for taking the time to reach out. We'd like to take a closer look at this with you. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,software_update_bugs,True,Complex,,True
2552556,@AppleSupport I don't appreciate my iPhone automatically hooking up to the Bluetooth in my car every morning.,@725040 We'll be more than happy to provide some suggestions. Have you tried disabling auto-play settings in your car?,connectivity_network_bluetooth,False,Simple,,True
1905835,. @AppleSupport after sales service is literally the worst. Heard about Customer delight?,@391796 We want your experience with us to be the best; we'll do all we can to help with this. Let us know what happened in DM: https://t.co/GDrqU22YpT,general_inquiry_other,False,Complex,,True
1766022,When you’re $1200 laptop refuses connect to the internet @AppleSupport 😤😤😤😤,@531113 We can get to the bottom of this together. What happens when you try to connect to the internet? Are you using Wi-Fi?,connectivity_network_bluetooth,False,Simple,,True
