tweet_id,author_id,created_at,customer_text,brand_response,primary_intent
1791,116107,Tue Oct 31 21:25:20 +0000 2017,why won’t my apps fuccin download or update @AppleSupport,@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,software_update_bugs
2613,116332,Tue Oct 31 22:44:41 +0000 2017,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM",@116332 We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.,general_inquiry_other
2616,116334,Tue Oct 31 22:48:09 +0000 2017,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",device_hardware_battery
2620,116335,Tue Oct 31 22:47:13 +0000 2017,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,@116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https://t.co/vRQnmrhVHj,audio_accessory_hardware
2632,116338,Tue Oct 31 22:44:52 +0000 2017,And why is my music NEVER in my control center?! @AppleSupport,@116338 We're here to help out! Which device is this on and which version of iOS is currently installed?,general_inquiry_other
2642,116341,Tue Oct 31 22:44:01 +0000 2017,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,@116341 Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. https://t.co/GDrqU22YpT,connectivity_network_bluetooth
2648,116343,Tue Oct 31 22:37:41 +0000 2017,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,"@116343 Hey, we can provide some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT",general_inquiry_other
2656,116345,Tue Oct 31 20:02:52 +0000 2017,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,"@116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?",general_inquiry_other
2662,116347,Tue Oct 31 22:32:52 +0000 2017,So why is this happening I️ I️ I️ @AppleSupport,@116347 We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! https://t.co/GDrqU22YpT,general_inquiry_other
2666,116348,Tue Oct 31 22:44:20 +0000 2017,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,@116348 We'd like to look into this with you. Does the song appear to be greyed out?,general_inquiry_other
2676,116349,Tue Oct 31 22:04:56 +0000 2017,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,@116349 We're happy to help. What seems to be the problem?,general_inquiry_other
2678,116350,Tue Oct 31 22:38:41 +0000 2017,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD","@116350 We're here for you. DM us, and we'll look into this together. https://t.co/GDrqU22YpT",device_hardware_battery
2682,116351,Fri Oct 20 08:39:06 +0000 2017,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,"@116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",software_update_bugs
2684,116352,Tue Oct 31 22:38:21 +0000 2017,@AppleSupport live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,"@116352 Hey, we can work together to figure out a solution. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT",device_hardware_battery
3761,116620,Tue Oct 31 23:04:42 +0000 2017,Listen I’m having issues with my phone so like can you @ me so we can talk @AppleSupport,@116620 We're here to help. Send us a DM with the issue and we'll follow up from there. https://t.co/GDrqU22YpT,general_inquiry_other
3764,116621,Tue Oct 31 23:04:59 +0000 2017,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,@116621 Let's look at this together. Are you updated to iOS 11.1?,general_inquiry_other
3767,116622,Tue Oct 31 22:59:14 +0000 2017,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,"@116622 We understand your concerns, and want to help. Which device is this happening on?",device_hardware_battery
3770,116623,Tue Oct 31 23:00:56 +0000 2017,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w,@116623 Thank you for reaching out to us. Have you tried to restart the device? Let us know to get started.,software_update_bugs
3773,116624,Tue Oct 31 23:00:36 +0000 2017,@AppleSupport iOS 11.1 - keyboard lag. 🤨 https://t.co/TdIHT9L9dt,@116624 We'd like to take a look into that with you. Would you please join us in DM to get started? https://t.co/GDrqU22YpT,software_update_bugs
4871,116853,Tue Oct 31 23:22:50 +0000 2017,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,@116853 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,device_hardware_battery
4875,116854,Tue Oct 31 23:21:57 +0000 2017,Come on @AppleSupport #ios11.1  Same bug as before. Numbers disappear when entering info. Video below. #iosproblems https://t.co/eKirAn2Mam,@116854 Let's investigate this together. Does this only occur when using specific apps or website?,software_update_bugs
4879,116855,Tue Oct 31 21:36:19 +0000 2017,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,@116855 We want to help. Does restarting help at all? DM us which iOS version you're on and we'll continue support there. https://t.co/GDrqU22YpT,connectivity_network_bluetooth
4882,116856,Tue Oct 31 23:13:13 +0000 2017,@AppleSupport tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,@116856 We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,general_inquiry_other
4890,116857,Tue Oct 31 23:16:12 +0000 2017,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help? https://t.co/8tQy27WvMe",@116857 We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,general_inquiry_other
4896,116859,Tue Oct 31 23:08:51 +0000 2017,@AppleSupport please make this stop!!! https://t.co/YoyrO8iZKe,"@116859 Let’s work together on this behavior. How long has this been happening? Also, which device are you using?",general_inquiry_other
4901,116860,Tue Oct 31 23:13:35 +0000 2017,Please fix the battery issues in Ios 11! @AppleSupport @115858,@116860 We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,device_hardware_battery
4906,116855,Tue Oct 31 23:06:38 +0000 2017,@AppleSupport The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown. https://t.co/81ifcrDUeS,@116855 We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps: https://t.co/ahjigcvFRG,connectivity_network_bluetooth
4909,116862,Tue Oct 31 23:11:05 +0000 2017,"コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ;
@AppleSupport @115858 → 「バッテリーの減りが激しい」という問題に関しても同様）。 https://t.co/bGQly6cE2O",@116862 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj.,general_inquiry_other
4912,116863,Tue Oct 31 23:09:18 +0000 2017,Series1 #Applewatch would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf @AppleSupport ?,"@116863 We want your Apple Watch to keep up with you at the gym. To begin, which watchOS is installed?",device_hardware_battery
4917,116865,Tue Oct 31 23:03:40 +0000 2017,.@AppleSupport why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,@116865 We'd like to help. What iOS version are you on?,general_inquiry_other
5812,117097,Tue Oct 31 21:09:27 +0000 2017,@AppleSupport just updated my 7 plus to 11.1 but I can’t see the new emojis on my watch. Pls help.,@117097 Got it. Have you updated your Apple Watch to 4.1 yet?,audio_accessory_hardware
5816,117098,Tue Oct 31 23:11:02 +0000 2017,I️ &lt;— wtf is going on @AppleSupport,@117098 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,general_inquiry_other
5819,117099,Tue Oct 31 23:36:21 +0000 2017,@AppleSupport I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,@117099 We'd be happy to help. Check out this link to for more information: https://t.co/hSnkM7JIIS,device_hardware_battery
5821,117100,Tue Oct 31 23:28:41 +0000 2017,"Dear @AppleSupport this new update sucks ,I have too many problems with my phone now ! Blurry screen , black screen , frozen phone !",@117100 Getting the expected performance from your iPhone is very important to us. Let us know the exact iOS version to get started.,device_hardware_battery
5825,117102,Tue Oct 31 23:33:58 +0000 2017,"@AppleSupport excuse me, can someone explain to me why when I type an “I️” alone I️ get an A and a question mark???????",@117102 We'll be happy to take a look into it with you. Please send us a DM with what version of iOS you have. https://t.co/GDrqU22YpT,general_inquiry_other
5833,117104,Tue Oct 31 23:24:02 +0000 2017,"sa fait 1h j’ai ios11.1 et mon tel redemarre seul, explication @AppleSupport ?????",@117104 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,software_update_bugs
5835,117105,Tue Oct 31 23:24:52 +0000 2017,You dropped an update and I️ still see boxed question marks. Fix this shit @AppleSupport @115858.,@117105 We're here to help. Which version of iOS is installed on your device? You'll see this in Settings &gt; General &gt; About.,software_update_bugs
5839,117106,Tue Oct 31 23:32:30 +0000 2017,Just updated to iOS 11.2 and my keyboard is completely screwed up and glitchy now 🤦‍♂️ @115858 @AppleSupport,@117106 We'd like to assist as best we can. Do you mean iOS 11.1 which was released today?,software_update_bugs
5845,117107,Tue Oct 31 23:25:15 +0000 2017,@AppleSupport Updated iPad Pro to 11.1.  Worked on draft email. None of changes saved. Started new email. Saved but disappeared. Help please,@117107 We'll help in any way we can. Was this on an https://t.co/coj9FJKJWV email account?,audio_accessory_hardware
5849,117108,Tue Oct 31 23:18:58 +0000 2017,I updated to iOS 11 and my iPhone 6 stopped connecting to wi-fi. Already restored the phone and the network connections @AppleSupport,"@117108 We are here to help. So we can best isolate the cause, could you verify your exact iOS version? https://t.co/ZTw54HL4Rm",software_update_bugs
5853,117109,Tue Oct 31 23:16:16 +0000 2017,@319 why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...@AppleSupport,@117109 We'd love to help. Let's work together in DM. https://t.co/GDrqU22YpT,general_inquiry_other
6483,117151,Mon Oct 09 00:07:26 +0000 2017,Hello @115858 @AppleSupport what’s happening to my screen https://t.co/GTNXT4VoKd,@117151 We'd love to take a look into this concern. Is the screen stuck this way have you restarted it? Send us a DM. https://t.co/GDrqU22YpT,device_hardware_battery
6554,117154,Mon Oct 09 00:12:53 +0000 2017,@AppleSupport how long does it take usually for account recovery to get back to you? It’s been about a week now.,@117154 Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here: https://t.co/GDrqU22YpT,account_appleid_security
6608,117165,Mon Oct 09 00:00:42 +0000 2017,@AppleSupport the fact that my laptop that I haven't even had for two years keeps shutting off without warning at 15% is kind of ridiculous.,@117165 Let's see what we can find for you today. Let's meet up in DM to gather some specifics and we'll proceed from there. https://t.co/GDrqU22YpT,general_inquiry_other
6919,117183,Sun Oct 08 23:28:14 +0000 2017,"@AppleSupport I installed the iOS 10.0 , 10.0.1 and 10.0.2 and makes my iPhone 6 very slow and doesn’t work properly can you help me?","@117183 We can help!  We assume you mean iOS 11, right?  Can you tell us what types of performance issues you're experiencing?",software_update_bugs
6928,117186,Mon Oct 09 00:16:29 +0000 2017,@AppleSupport my iPhone is a fully up to date so why does my phone keep freezing 🙃???,"@117186 We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there. https://t.co/GDrqU22YpT",general_inquiry_other
6934,117189,Mon Oct 09 00:11:15 +0000 2017,@115858 after the new apple updates: the battery life is really go fast and the WiFi is always on! @AppleSupport #newappleupdates,@117189 We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using. https://t.co/GDrqU22YpT,device_hardware_battery
8297,117454,Sun Nov 05 20:19:05 +0000 2017,@AppleSupport Hello there i need help with the use of an administartors name and password on my imac,@117454 Hi! We're happy to help. Join us in DM with the macOS version installed on your iMac and more details about what's going on. https://t.co/GDrqU22YpT,account_appleid_security
8299,117455,Sun Nov 05 20:14:34 +0000 2017,@AppleSupport DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,@117455 Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM. https://t.co/GDrqU22YpT,software_update_bugs
8302,117456,Sun Nov 05 20:24:22 +0000 2017,Every time I watch a live broadcast or video it skips or repeats a few seconds since updating @AppleSupport https://t.co/ufl7yqidmb,"@117456 We'd like to learn more about what's happening. What model &amp; iOS version are you working with? Tell us in DM, please. https://t.co/GDrqU2kzhr",audio_accessory_hardware
8313,117459,Sat Nov 04 17:42:01 +0000 2017,@AppleSupport i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,@117459 Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: https://t.co/03O2CionXW,general_inquiry_other
8340,117466,Sun Nov 05 20:16:27 +0000 2017,@AppleSupport only 8 attempts to open the twitter app and complain about the iOS 11 messing up my iPhone 7 - this is slowing down my life :(,@117466 We'd like to look into this with you. Please DM us details and we'll be glad to work with you towards a resolution. https://t.co/GDrqU22YpT,software_update_bugs
8548,117502,Tue Oct 31 23:48:40 +0000 2017,@AppleSupport lil help? https://t.co/3cl8aEdWdr,@117502 We'd love to help. DM us which iOS device you are experiencing this issue on to get started. https://t.co/GDrqU22YpT,general_inquiry_other
8557,117503,Tue Oct 31 20:31:28 +0000 2017,"@AppleSupport is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",@117503 We want to make sure we understand the issue. Are you wanting to disable the passcode and still use Touch ID?,general_inquiry_other
8561,117504,Tue Oct 31 23:48:57 +0000 2017,@AppleSupport  hey what’s going on with the letter I . When i start to. Type this happens below https://t.co/jbNZfUwkzL,"@117504 Let's look at this together. To begin, are you completely updated to iOS 11.1?",general_inquiry_other
8570,117507,Tue Oct 31 23:44:22 +0000 2017,"@115858 @AppleSupport FYI, Folders no longer show Folder Names after update unless folder highlighted. https://t.co/1iiNNz9ZFk",@117507 Thanks for reaching out. For help with AppleTV reach out to our experts here:  https://t.co/IBIY3vMgPj,software_update_bugs
8574,117508,Tue Oct 31 23:44:40 +0000 2017,@AppleSupport this is the second Fishing email that I have gotten in 2 days https://t.co/WG3DvyKLSj,@117508 We are here to help. Please refer to the following article for steps to report these emails: https://t.co/yGvlh3cZ5Y,general_inquiry_other
8577,117509,Tue Oct 31 23:40:32 +0000 2017,@AppleSupport since upgrade to High Sierra I see this screen each time my iMac reboots thus defeating automatic login I need. Help. https://t.co/z9trEHnGbP,"@117509 Thanks for reaching out to let us know about this. So we can look into this with you, please DM us here: https://t.co/GDrqU22YpT",device_hardware_battery
8579,117510,Tue Oct 31 23:42:57 +0000 2017,"@AppleSupport I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?","@117510 Thanks for reaching out to us. Please send us a DM with your country, and we'll look into this. https://t.co/GDrqU22YpT",device_hardware_battery
9152,117639,Wed Nov 01 00:01:52 +0000 2017,"Hey @AppleSupport, what’s up with this new autocorrect? Happening on iPhone 7 Plus and iPhone 7. https://t.co/pHA05gv7g7",@117639 Let's take a look at this issue together. Which iOS version is your device currently running?,general_inquiry_other
9162,117642,Wed Nov 01 00:09:50 +0000 2017,"My iPhone is so damn glitchy, not sure this upgrade to the 8 was worth it. I can’t even send pictures 😡 @AppleSupport",@117642 Let's see how we can help over Twitter. Is iOS 11.1 the version installed and have you tried any steps? Which app is it?,general_inquiry_other
9170,117645,Wed Nov 01 00:05:04 +0000 2017,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。 @AppleSupport,@117645 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry_other
9174,117646,Wed Nov 01 00:03:39 +0000 2017,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias @AppleSupport  #newupdate",@117646 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_inquiry_other
9176,117647,Wed Nov 01 00:03:28 +0000 2017,@AppleSupport the new update is making my phone so funky. Check out the emoji and the letter I️. Is there a fix? https://t.co/9EpjZmt5ZC,@117647 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,software_update_bugs
9178,117648,Tue Oct 31 23:58:23 +0000 2017,@AppleSupport what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,@117648 We'd like to help. We received your DM and will continue there. https://t.co/GDrqU22YpT,general_inquiry_other
9180,117649,Tue Oct 31 23:59:34 +0000 2017,"@AppleSupport I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",@117649 We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes: https://t.co/SDIe7UiyJN,billing_subscriptions_refunds
9187,117650,Tue Oct 31 21:04:36 +0000 2017,@AppleSupport hey apple ! What is going on with the iPhones ?? Every time I️ type the letter “I️” I️ get a symbol. Which you see right now!,@117650 Let's team up and get the exclamation point working right. Which model do you have? Is iOS 11.1 installed?,general_inquiry_other
9193,117652,Tue Oct 31 23:53:58 +0000 2017,Ayo @AppleSupport fix this whole question mark box ting dem shits annoying.,"@117652 Hi, can you tell us more about this in a DM? We'll look into this together from there. https://t.co/GDrqU22YpT",general_inquiry_other
9195,117653,Tue Oct 31 23:50:33 +0000 2017,@AppleSupport I bought an iPhone 8 with AppleCare+. Wanting to return the iPhone 8. What happens with the AppleCare+?,@117653 Thanks for contacting us. We'd like to gather some info to help out. Let's meet in DM. https://t.co/GDrqU22YpT,general_inquiry_other
9304,117655,Tue Oct 31 23:49:57 +0000 2017,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,@117655 Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,general_inquiry_other
9831,117806,Wed Nov 01 00:21:09 +0000 2017,@applesupport please help us lmao https://t.co/EngGZoVACe,@117806 Your keyboard is important and we'd like to help get it working right. When did this start and which device model is it?,general_inquiry_other
9835,117807,Wed Nov 01 00:12:00 +0000 2017,Dear @AppleSupport why is my letter I️ not working by itself in email or text? When I️ type the letter “I️” the attached happens. https://t.co/2qZ7Tjx5cF,@117807 We're here to help. Which version of iOS do you have installed on your device? You'd see this in Settings &gt; General &gt; About.,general_inquiry_other
9838,117808,Wed Nov 01 00:13:17 +0000 2017,@AppleSupport updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good.,@117808 We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?,general_inquiry_other
9840,117809,Wed Nov 01 00:08:50 +0000 2017,"@AppleSupport mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",@117809 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,connectivity_network_bluetooth
9843,117810,Wed Nov 01 00:12:15 +0000 2017,FOCO AQUI @AppleSupport Q Q TÁ ACONTECENDO ~ iOS 11 guloso https://t.co/Eonz2w9xPi,"@117810 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",software_update_bugs
9848,117811,Wed Nov 01 00:09:52 +0000 2017,@AppleSupport hey my i on my keyboard isn't working and i just updated my phone to the latest IOS,@117811 Thank you for reaching out. May we ask which apps you're seeing the keyboard issue with?,software_update_bugs
10671,117959,Wed Nov 01 00:35:56 +0000 2017,"@AppleSupport So, since updating the latest iOS, Pages no longer lets me open any docs, all show,  just don’t open. Suggestions? Anyone?","@117959 Can you confirm what version of iOS you updated to? Also, have you tried restarting your device?",software_update_bugs
10674,117960,Wed Nov 01 00:32:56 +0000 2017,"@AppleSupport after I upgraded my iPhone to iOS 11.0.3, the back camera and the flash stopped working. Could you do something?","@117960 Hi, we'll be happy to help. To start, let's give the troubleshooting steps in this article a try: https://t.co/r1DRfaFLIU",device_hardware_battery
10677,117961,Wed Nov 01 00:26:46 +0000 2017,"@applesupport just updated Apple Watch to 4.1. Is ESPN radio etc only available in USA, can’t get it on my watch in the UK",@117961 We want to help you. That station may not be available. Availability of live stations varies depending on your location.,audio_accessory_hardware
10679,117962,Wed Nov 01 00:28:59 +0000 2017,Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada @115858 @AppleSupport,"@117962 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",software_update_bugs
10683,117964,Wed Nov 01 00:30:30 +0000 2017,@AppleSupport Baje la App de @701 la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,@117964 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_inquiry_other
10689,117966,Wed Nov 01 00:27:58 +0000 2017,updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,@117966 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,software_update_bugs
10691,117967,Wed Nov 01 00:31:01 +0000 2017,Downloaded new software update and my iPhone 6S in perfect condition magically became inoperably glitchy. What a coincidence @AppleSupport,@117967 We want you to have a smooth experience with our updates. What exactly is happening with your iPhone?,software_update_bugs
10694,117968,Wed Nov 01 00:05:37 +0000 2017,@AppleSupport why do I not have my October challenge ring after competition? 😡😡,"@117968 If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge.",general_inquiry_other
11101,118095,Wed Nov 01 00:49:38 +0000 2017,"@115858  @AppleSupport music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11","@118095 We're here to help. Did this happen after a specific update, or just recently? Thanks!",software_update_bugs
11118,118099,Wed Nov 01 00:46:14 +0000 2017,"@AppleSupport my watch has been saying I’ve been averaging 57 minutes, now today it’s 52, I checked and did the math it’s 57... what the??? https://t.co/kQWakgjXJ5",@118099 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,audio_accessory_hardware
11122,118100,Fri Oct 27 19:23:27 +0000 2017,@AppleSupport @118101 would love to know why my pictures look like this when I take a picture 😡 https://t.co/yVpQKCBzFu,@118100 We would love to help you with this! Is this the front or rear facing camera? Which device and iOS version?,general_inquiry_other
11129,118103,Wed Nov 01 00:34:17 +0000 2017,@AppleSupport @20600 lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell? https://t.co/k42Ei9OXuG,@118103 We want to look into this with you. DM us and let us know what model of computer you use this cord with. https://t.co/GDrqU22YpT,general_inquiry_other
11134,118105,Wed Nov 01 00:36:48 +0000 2017,@AppleSupport My Touch ID failed when I restarted my phone. Now it’s not working at all,"@118105 Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?",general_inquiry_other
11139,118106,Wed Nov 01 00:39:33 +0000 2017,@AppleSupport I get prompted for a system administrator password on a MBP MacOS but there is no system administrator account I’m aware of!! https://t.co/M1DbEkDzaS,@118106 Let's take a closer look together. Which macOS version is installed currently? Where does this screen come up on your Mac?,account_appleid_security
11628,118241,Wed Nov 01 01:05:17 +0000 2017,@AppleSupport I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help.,"@118241 We're here to help. After backing up your device, let's try updating your device through iTunes: https://t.co/80YRnjDFDk",software_update_bugs
11633,118243,Wed Nov 01 01:01:00 +0000 2017,Since I updated my iPhone I can’t download apps now. Thanks @AppleSupport @115858  🙄🙄🙄,@118243 Are you on the latest iOS 11.1 version?,app_thirdparty_behavior
11645,118244,Mon Oct 30 14:43:46 +0000 2017,How do I get rid of this notification? @4305 @19762 @115858 @AppleSupport https://t.co/MF02cJYU5A,@118244 Let's see how we can help. Is that the message you see when trying to swipe the notification and get to the app?,app_thirdparty_behavior
11655,118248,Wed Nov 01 00:54:55 +0000 2017,@AppleSupport is my #IphoneX really going to ship between December 5-11? I preorder right when preordering open at 12:01,@118248 Thank you for reaching out. May we ask where you're located? Let us know in DM. https://t.co/GDrqU22YpT,general_inquiry_other
